"doc_id","morpheme_analysis"
"doc73345658","The/SL purpose/SL of/SL this/SL study/SL was/SL to/SL examine/SL whether/SL Korean/SL vocabulary/SL intervention/SL studies/SL targeting/SL students/SL with/SL learning/SL disabilities/SL and/SL difficulties/SL can/SL be/SL regarded/SL as/SL '/SS evidence/SL -/SO based/SL practice/SL '/SS through/SL research/SL trend/SL analysis/SL and/SL qualitative/SL indicator/SL analy/SL sis./SL After/SL analyzing/SL the/SL general/SL characteristics/SL of/SL the/SL research/SL trend/SL for/SL 14/SN studies/SL ,/SP the/SL score/SL was/SL calculated/SL based/SL on/SL CEC/SL (/SSO 2014/SN )/SSC quality/SL indicat/SL ors./SL Vocabulary/SL intervention/SL studies/SL for/SL students/SL with/SL learning/SL disabilities/SL and/SL difficulties/SL have/SL been/SL steadily/SL published/SL ,/SP and/SL most/SL of/SL the/SL studies/SL were/SL conducted/SL on/SL elementary/SL school/SL stude/SL nts./SL The/SL most/SL common/SL intervention/SL method/SL was/SL vocabulary/SL acquisition/SL strategy/SL ,/SP and/SL the/SL purpose/SL of/SL intervention/SL was/SL improvement/SL of/SL vocabul/SL ary./SL The/SL quality/SL indicator/SL satisfaction/SL ratio/SL of/SL quasi/SL -/SO group/SL -/SO design/SL study/SL was/SL 49.6/SN %/SW ./SF The/SL single/SL -/SO subject/SL study/SL showed/SL relatively/SL higher/SL quality/SL indicator/SL satisfaction/SL ratio/SL of/SL 77.3/SN %/SW ./SF Based/SL on/SL the/SL research/SL results/SL ,/SP implications/SL for/SL subsequent/SL vocabulary/SL intervention/SL studies/SL were/SL disc/SL ussed./SL"
"doc08350844","The/SL purpose/SL of/SL this/SL study/SL is/SL to/SL analyze/SL the/SL braille/SL reading/SL developmental/SL characteristics/SL of/SL visually/SL impaired/SL students/SL compared/SL to/SL those/SL of/SL straight/SL eyes/SL students/SL ,/SP and/SL to/SL approach/SL and/SL understand/SL these/SL differences/SL in/SL terms/SL of/SL brain/SL plasticity/SL by/SL reviewing/SL the/SL previous/SL stud/SL ies./SL In/SL order/SL to/SL understand/SL this/SL ,/SP we/SL systematically/SL analyzed/SL the/SL preceding/SL studies/SL related/SL to/SL the/SL braille/SL reading/SL ability/SL of/SL visually/SL impaired/SL students/SL and/SL the/SL previous/SL research/SL that/SL investigated/SL the/SL braille/SL reading/SL process/SL from/SL the/SL neurological/SL level/SL of/SL the/SL br/SL ain./SL The/SL braille/SL reading/SL ability/SL of/SL blind/SL students/SL shows/SL a/SL different/SL developmental/SL tendency/SL than/SL those/SL of/SL straight/SL eyes/SL students/SL ,/SP and/SL in/SL particular/SL ,/SP it/SL is/SL reported/SL that/SL braille/SL reading/SL comprehension/SL is/SL p/SL oor./SL This/SL is/SL partly/SL because/SL visually/SL impaired/SL students/SL read/SL mainly/SL relying/SL on/SL voice/SL even/SL after/SL they/SL learn/SL Braille/SL decoding/SL ski/SL lls./SL However/SL ,/SP looking/SL at/SL the/SL degree/SL of/SL brain/SL activation/SL in/SL the/SL reading/SL process/SL ,/SP competent/SL readers/SL at/SL all/SL ages/SL showed/SL that/SL the/SL left/SL posterior/SL part/SL of/SL the/SL temporal/SL region/SL to/SL read/SL ,/SP the/SL left/SL ventral/SL occipitotemporal/SL area/SL (/SSO vOT/SL )/SSC ,/SP which/SL connects/SL the/SL primary/SL visual/SL cortex/SL and/SL the/SL temporal/SL lobe/SL ,/SP is/SL activat/SL ing./SL But/SL visually/SL impaired/SL children/SL and/SL dyslexic/SL students/SL show/SL an/SL overload/SL of/SL Broca/SL '/SS s/SL area/SL ,/SP frontal/SL lobe/SL ,/SP and/SL working/SL memory/SL in/SL the/SL process/SL of/SL brain/SL plastic/SL ity./SL This/SL can/SL lead/SL to/SL congestion/SL and/SL delays/SL in/SL the/SL learning/SL process/SL of/SL reading/SL Braille/SL because/SL there/SL are/SL not/SL enough/SL resources/SL available/SL to/SL focus/SL on/SL reading/SL comprehens/SL ion./SL Therefore/SL ,/SP it/SL is/SL important/SL to/SL approach/SL and/SL understand/SL the/SL reading/SL ability/SL of/SL visually/SL impaired/SL students/SL from/SL various/SL perspecti/SL ves./SL In/SL particular/SL ,/SP the/SL teacher/SL who/SL will/SL be/SL in/SL charge/SL of/SL the/SL Braille/SL reading/SL instruction/SL should/SL develop/SL an/SL appropriate/SL Braille/SL reading/SL program/SL and/SL reading/SL strategy/SL for/SL the/SL visually/SL impaired/SL stude/SL nts./SL Therefore/SL ,/SP it/SL is/SL necessary/SL to/SL ensure/SL that/SL an/SL effective/SL Braille/SL learning/SL program/SL and/SL a/SL successful/SL experience/SL of/SL using/SL it/SL can/SL be/SL continued/SL even/SL into/SL adoles/SL cence./SL"
"doc42918274","This/SL study/SL aims/SL to/SL analyze/SL changes/SL in/SL Korean/SL students/SL ’/SSC performance/SL in/SL the/SL PISA/SL science/SL achievement/SL for/SL the/SL last/SL 9/SN years/SL in/SL comparison/SL with/SL the/SL scores/SL of/SL top/SL -/SO performing/SL Asian/SL countries/SL :/SP Singapore/SL ,/SP Japan/SL ,/SP and/SL Tai/SL wan./SL Korea/SL ’/SSC s/SL mean/SL score/SL and/SL ranking/SL declined/SL the/SL most/SL amongst/SL the/SL four/SL countries/SL from/SL 2009/SN to/SL 2018/SN in/SL PISA/SL science/SL dom/SL ain./SL The/SL results/SL of/SL analyzing/SL the/SL percentage/SL of/SL correct/SL answer/SL between/SL PISA/SL 2009/SN and/SL PISA/SL 2018/SN are/SL as/SL follows/SL :/SP Korea/SL showed/SL the/SL biggest/SL drop/SL in/SL the/SL percentage/SL of/SL correct/SL answer/SL in/SL ‘/SSO local/SL //SP national/SL ’/SSC context/SL ,/SP ‘/SSO evaluating/SL and/SL designing/SL scientific/SL inquiry/SL ’/SSC competency/SL ,/SP ‘/SSO procedural/SL ’/SSC knowledge/SL ,/SP and/SL ‘/SSO low/SL ’/SSC cognitive/SL demand/SL in/SL comparison/SL to/SL the/SL other/SL three/SL countr/SL ies./SL In/SL ‘/SSO Knowledge/SL ’/SSC dimension/SL ,/SP the/SL percentage/SL of/SL correct/SL answer/SL was/SL the/SL lowest/SL in/SL ‘/SSO epistemic/SL knowledge/SL ’/SSC in/SL PISA/SL 2018./SN Based/SL on/SL the/SL results/SL above/SL ,/SP this/SL study/SL proposed/SL several/SL suggestions/SL :/SP operating/SL inquiry/SL -/SO based/SL teaching/SL and/SL learning/SL ,/SP developing/SL inquiry/SL programs/SL ,/SP expanding/SL the/SL base/SL for/SL computer/SL -/SO based/SL inquiry/SL activities/SL ,/SP improving/SL the/SL method/SL and/SL contents/SL of/SL science/SL evaluation/SL ,/SP supporting/SL teachers/SL ’/SSC professional/SL development/SL ,/SP and/SL supporting/SL students/SL with/SL basic/SL academic/SL achiev/SL ement./SL"
"doc34059544","The/SL purpose/SL of/SL this/SL study/SL is/SL to/SL explore/SL the/SL interactive/SL effects/SL of/SL reading/SL interventions/SL and/SL learning/SL styles/SL on/SL those/SL who/SL struggle/SL with/SL L/SL 2/SN read/SL ing./SL The/SL final/SL objects/SL of/SL this/SL study/SL are/SL 95/SN struggling/SL readers/SL who/SL are/SL freshmen/SL in/SL coll/SL ege./SL To/SL explore/SL the/SL effects/SL of/SL the/SL reading/SL intervention/SL and/SL to/SL identify/SL whether/SL there/SL are/SL any/SL reciprocal/SL effects/SL of/SL learning/SL styles/SL and/SL instructions/SL ,/SP data/SL were/SL gathered/SL from/SL 3/SN reading/SL classes/SL (/SSO 2/SN experimental/SL groups/SL and/SL 1/SN control/SL group/SL )/SSC ./SF According/SL to/SL the/SL results/SL of/SL this/SL study/SL ,/SP the/SL findings/SL show/SL that/SL the/SL group/SL of/SL participants/SL receiving/SL reading/SL instructions/SL matched/SL with/SL their/SL individual/SL learning/SL styles/SL outperformed/SL those/SL who/SL are/SL the/SL oppos/SL ite./SL This/SL study/SL will/SL provide/SL English/SL reading/SL teachers/SL ,/SP who/SL could/SL modify/SL reading/SL their/SL instructions/SL to/SL incorporate/SL cognitive/SL learning/SL styles/SL ,/SP with/SL useful/SL inform/SL ation./SL"
"doc87507939","The/SL diagnostic/SL evaluation/SL conducted/SL at/SL the/SL national/SL level/SL is/SL very/SL important/SL to/SL detect/SL underachievers/SL in/SL school/SL ea/SL rly./SL This/SL study/SL used/SL an/SL artificial/SL intelligence/SL method/SL to/SL find/SL the/SL characteristics/SL of/SL underachievers/SL that/SL affect/SL learning/SL development/SL for/SL middle/SL school/SL stude/SL nts./SL In/SL this/SL study/SL an/SL artificial/SL intelligence/SL model/SL was/SL constructed/SL and/SL analyzed/SL to/SL determine/SL whether/SL the/SL Busan/SL Education/SL Longitudinal/SL Data/SL in/SL 2020/SN by/SL entering/SL data/SL from/SL the/SL first/SL year/SL of/SL middle/SL school/SL in/SL 2019./SN A/SL predictive/SL model/SL was/SL developed/SL to/SL predict/SL basic/SL middle/SL school/SL Korean/SL ,/SP English/SL ,/SP and/SL mathematics/SL education/SL with/SL machine/SL learning/SL algorithms/SL ,/SP and/SL it/SL was/SL confirmed/SL that/SL the/SL accuracy/SL was/SL 78/SN %/SW ,/SP 82/SN %/SW ,/SP and/SL 83/SN %/SW ,/SP respectively/SL ,/SP in/SL the/SL prediction/SL for/SL the/SL next/SL school/SL y/SL ear./SL In/SL addition/SL ,/SP by/SL drawing/SL an/SL achievement/SL prediction/SL decision/SL tree/SL for/SL each/SL middle/SL school/SL subject/SL we/SL are/SL analyzing/SL the/SL process/SL of/SL predict/SL ion./SL Finally/SL ,/SP we/SL examined/SL what/SL characteristics/SL affect/SL achievement/SL predi/SL ction./SL"
"doc70565369","In/SL connection/SL with/SL ‘/SSO Music/SL and/SL Health/SL ’/SSC from/SL 2015/SN Rev/SL ised/SL Music/SL C/SL urriculum/SL s/SL ,/SP em/SL otions/SL which/SL prov/SL ok/SL e/SL musical/SL beauty/SL and/SL em/SL otional/SL stab/SL ility/SL are/SL also/SL em/SL phasiz/SL ed/SL in/SL the/SL recently/SL released/SL 2022/SN Rev/SL ised/SL C/SL urriculum/SL s./SL How/SL ev/SL er/SL ,/SP it/SL has/SL b/SL een/SL som/SL ew/SL hat/SL difficult/SL to/SL use/SL current/SL music/SL therapies/SL in/SL particular/SL situations/SL such/SL as/SL sch/SL ool./SL Such/SL therapies/SL could/SL be/SL perceiv/SL ed/SL negativ/SL ely/SL (/SSO e.g./SL ,/SP mental/SL disorder/SL ,/SP em/SL otional/SL disturb/SL ance/SL ,/SP incom/SL petence/SL ,/SP inadeq/SL uacy/SL ,/SP etc./SL )/SSC by/SL students/SL or/SL their/SL parent/SL (/SSO s/SL )/SSC ./SF ‘/SSO Music/SL Healing/SL ’/SSC at/SL school/SL is/SL a/SL practice/SL perform/SL ed/SL by/SL teachers/SL for/SL regular/SL or/SL target/SL stude/SL nts./SL In/SL such/SL music/SL education/SL ,/SP em/SL otional/SL support/SL is/SL em/SL phasiz/SL ed./SL At/SL a/SL tim/SL e/SL when/SL it/SL is/SL necessary/SL to/SL refine/SL students/SL ’/SSC em/SL otions/SL in/SL the/SL rapid/SL change/SL to/SL artificial/SL intelligence/SL and/SL intelligent/SL inform/SL ation/SL society/SL ,/SP especially/SL students/SL with/SL em/SL otional/SL //SP b/SL ehav/SL ioral/SL disorder/SL ,/SP stress/SL ,/SP conduct/SL disorder/SL or/SL poor/SL academ/SL ic/SL perform/SL ance/SL in/SL the/SL educational/SL field/SL need/SL ‘/SSO music/SL healing/SL ’/SSC in/SL music/SL educat/SL ion./SL do./SL In/SL the/SL future/SL ,/SP the/SL practice/SL of/SL school/SL music/SL education/SL should/SL be/SL steadily/SL sought/SL in/SL the/SL direction/SL of/SL cultiv/SL ating/SL students/SL '/SS musicality/SL and/SL purify/SL ing/SL their/SL em/SL o/SL tions./SL"
"doc29608977","The/SL purpose/SL of/SL this/SL study/SL was/SL to/SL investigate/SL the/SL practice/SL of/SL vocabulary/SL instruction/SL for/SL underachievers/SL targeting/SL general/SL education/SL teachers/SL in/SL elementary/SL sch/SL ool./SL The/SL participants/SL were/SL 10/SN general/SL education/SL teachers/SL in/SL Seoul/SL and/SL Kyeonggi/SL Provi/SL nce./SL Teachers/SL had/SL experiences/SL teaching/SL underachievers/SL within/SL the/SL last/SL 3/SN years/SL and/SL teaching/SL experiences/SL varied/SL from/SL 4/SN years/SL and/SL 6/SN months/SL to/SL 21/SN years/SL and/SL 10/SN mon/SL ths./SL For/SL this/SL study/SL ,/SP in/SL -/SO depth/SL interview/SL was/SL conduc/SL ted./SL Interviews/SL were/SL conducted/SL non/SL -/SO face/SL -/SO to/SL face/SL using/SL phone/SL or/SL ZOOM/SL due/SL to/SL COVID/SL -/SO 19/SN ./SF The/SL collected/SL data/SL were/SL analyzed/SL and/SL interpreted/SL based/SL on/SL the/SL six/SL steps/SL suggested/SL by/SL Cloaizzi/SL (/SSO 1978/SN )/SSC as/SL an/SL analysis/SL method/SL for/SL phenomenological/SL study/SL in/SL qualitative/SL resea/SL rch./SL Triangular/SL validation/SL ,/SP member/SL checking/SL ,/SP and/SL peer/SL examination/SL were/SL used/SL to/SL increase/SL the/SL rigor/SL (/SSO reliability/SL and/SL validity/SL )/SSC of/SL data/SL analy/SL sis./SL As/SL a/SL result/SL of/SL the/SL analysis/SL ,/SP first/SL ,/SP teachers/SL recognized/SL the/SL meaning/SL of/SL vocabulary/SL instruction/SL as/SL ‘/SSO practical/SL use/SL of/SL vocabulary/SL ’/SSC ./SF This/SL includes/SL activating/SL background/SL knowledge/SL for/SL subject/SL learning/SL ,/SP grasping/SL meaning/SL ,/SP contextual/SL understanding/SL ,/SP vocabulary/SL expression/SL ,/SP spelling/SL ,/SP vocabulary/SL expansion/SL ,/SP and/SL reading/SL bo/SL oks./SL The/SL importance/SL of/SL vocabulary/SL instruction/SL was/SL recognized/SL as/SL pre/SL -/SO preparation/SL for/SL subject/SL learning/SL ,/SP comprehension/SL of/SL content/SL ,/SP and/SL age/SL -/SO appropriate/SL vocabulary/SL express/SL ion./SL When/SL teaching/SL vocabulary/SL ,/SP teachers/SL focused/SL on/SL the/SL meaning/SL of/SL vocabulary/SL ,/SP use/SL of/SL vocabulary/SL ,/SP and/SL communicat/SL ion./SL Second/SL ,/SP vocabulary/SL instructions/SL mainly/SL used/SL by/SL teachers/SL were/SL found/SL to/SL be/SL understanding/SL the/SL meaning/SL of/SL words/SL ,/SP inferring/SL vocabulary/SL using/SL context/SL ,/SP knowing/SL the/SL meaning/SL of/SL vocabulary/SL through/SL reading/SL books/SL ,/SP and/SL semantic/SL mapp/SL ing./SL Third/SL ,/SP teachers/SL had/SL difficulties/SL in/SL figuring/SL out/SL children/SL '/SS s/SL level/SL and/SL diagnosing/SL problems/SL ,/SP operating/SL the/SL curriculum/SL ,/SP teachers/SL '/SS own/SL competence/SL ,/SP maintaining/SL learning/SL and/SL low/SL motivation/SL of/SL underachievers/SL in/SL vocabulary/SL instruct/SL ion./SL Fourth/SL ,/SP for/SL effective/SL vocabulary/SL instruction/SL ,/SP teachers/SL '/SS enthusiasm/SL ,/SP interesting/SL teaching/SL methods/SL ,/SP teachers/SL '/SS own/SL efforts/SL to/SL select/SL books/SL suitable/SL for/SL the/SL underachievers/SL '/SS level/SL ,/SP presentation/SL and/SL reorganization/SL of/SL materials/SL in/SL the/SL curriculum/SL ,/SP and/SL integration/SL between/SL subjects/SL were/SL sugges/SL ted./SL Based/SL on/SL the/SL results/SL ,/SP discussions/SL and/SL suggestions/SL for/SL vocabulary/SL instruction/SL were/SL presen/SL ted./SL In/SL addition/SL ,/SP limitations/SL of/SL this/SL research/SL and/SL some/SL suggestions/SL for/SL future/SL research/SL were/SL pro/SL vided./SL"
"doc78128437","This/SL study/SL phenomenologically/SL examined/SL the/SL effect/SL of/SL a/SL positive/SL psychology/SL -/SO based/SL art/SL education/SL program/SL on/SL the/SL changes/SL in/SL the/SL self/SL -/SO esteem/SL of/SL underachiever/SL adolesce/SL nts./SL Further/SL ,/SP it/SL clarified/SL the/SL necessity/SL of/SL the/SL art/SL education/SL prog/SL ram./SL First/SL ,/SP based/SL on/SL a/SL theoretical/SL review/SL of/SL the/SL understanding/SL of/SL underachiever/SL adolescents/SL ,/SP self/SL -/SO esteem/SL ,/SP and/SL positive/SL psychology/SL ,/SP it/SL was/SL possible/SL to/SL examine/SL how/SL art/SL education/SL programs/SL based/SL on/SL positive/SL psychology/SL change/SL the/SL self/SL -/SO esteem/SL of/SL underachiever/SL adolesce/SL nts./SL The/SL participants/SL of/SL this/SL study/SL were/SL two/SL underachiever/SL adolesce/SL nts./SL The/SL researcher/SL conducted/SL one/SL -/SO to/SL -/SO one/SL classes/SL for/SL all/SL sessi/SL ons./SL The/SL program/SL allowed/SL underachiever/SL adolescents/SL to/SL express/SL themselves/SL natura/SL lly./SL It/SL gave/SL them/SL an/SL opportunity/SL to/SL love/SL and/SL embrace/SL themselves/SL as/SL they/SL are/SL —/SW something/SL they/SL had/SL not/SL received/SL bef/SL ore./SL Based/SL on/SL the/SL participants/SL ’/SSC experience/SL and/SL positive/SL expressions/SL of/SL themselves/SL and/SL others/SL following/SL their/SL participation/SL in/SL the/SL art/SL education/SL program/SL conducted/SL in/SL this/SL study/SL ,/SP this/SL study/SL suggested/SL the/SL need/SL for/SL an/SL art/SL education/SL program/SL based/SL on/SL positive/SL psychol/SL ogy./SL Since/SL research/SL has/SL proven/SL that/SL art/SL education/SL programs/SL based/SL on/SL positive/SL psychology/SL can/SL bring/SL a/SL positive/SL change/SL to/SL self/SL -/SO esteem/SL of/SL underachiever/SL adolesce/SL nts./SL I/SL look/SL forward/SL to/SL various/SL follow/SL -/SO up/SL studies/SL so/SL that/SL students/SL who/SL are/SL sick/SL for/SL various/SL reasons/SL can/SL find/SL positive/SL self/SL through/SL art./SL"
"doc81701713","Objective/SL :/SP The/SL present/SL study/SL investigated/SL the/SL mediating/SL role/SL of/SL academic/SL failure/SL tolerance/SL on/SL the/SL relations/SL between/SL maternal/SL attachment/SL and/SL students/SL ’/SSC academic/SL stress/SL ,/SP life/SL satisfaction/SL ,/SP and/SL school/SL adjustm/SL ent./SL We/SL also/SL examined/SL if/SL the/SL structural/SL differences/SL in/SL the/SL relations/SL exist/SL between/SL low/SL -/SO and/SL high/SL -/SO achieving/SL stu/SL dents./SL Method/SL :/SP Among/SL 1,227/SN fifth/SL -/SO grade/SL students/SL from/SL the/SL Panel/SL Study/SL on/SL Korean/SL Children/SL (/SSO PSKC/SL )/SSC in/SL 2012/SN ,/SP 302/SN low/SL -/SO achieving/SL students/SL (/SSO bottom/SL 24.6/SN %/SW )/SSC and/SL 326/SN high/SL -/SO achieving/SL students/SL (/SSO top/SL 26.6/SN %/SW )/SSC based/SL on/SL the/SL T/SL score/SL of/SL the/SL Korean/SL version/SL of/SL the/SL Child/SL Behavior/SL Checklist/SL (/SSO CBCL/SL )/SSC were/SL selected/SL and/SL analyzed/SL for/SL the/SL research/SL pu/SL rpose./SL Results/SL :/SP Results/SL revealed/SL that/SL academic/SL failure/SL tolerance/SL served/SL as/SL a/SL pathway/SL linking/SL maternal/SL attachment/SL to/SL students/SL ’/SSC academic/SL stress/SL ,/SP life/SL satisfaction/SL ,/SP and/SL school/SL adjustm/SL ent./SL Specifically/SL ,/SP the/SL mediating/SL effects/SL of/SL post/SL failure/SL action/SL were/SL significant/SL for/SL low/SL -/SO achieving/SL stude/SL nts./SL Conversely/SL ,/SP the/SL mediating/SL effects/SL of/SL preferred/SL task/SL difficulty/SL were/SL significant/SL in/SL the/SL high/SL -/SO achieving/SL gr/SL oup./SL Results/SL from/SL multigroup/SL structural/SL equation/SL modeling/SL yielded/SL one/SL path/SL from/SL post/SL failure/SL action/SL to/SL life/SL satisfaction/SL was/SL significant/SL only/SL in/SL the/SL low/SL -/SO achieving/SL group/SL but/SL not/SL in/SL the/SL high/SL -/SO achieving/SL group./SL Conclusions/SL :/SP This/SL study/SL highlights/SL the/SL importance/SL of/SL maternal/SL attachment/SL and/SL academic/SL failure/SL tolera/SL nce./SL The/SL results/SL can/SL be/SL used/SL to/SL inform/SL programs/SL designed/SL to/SL increase/SL low/SL -/SO achieving/SL students/SL ’/SSC psychological/SL well/SL -/SO being/SL and/SL school/SL adjus/SL tment./SL"
"doc24665856","This/SL study/SL aims/SL to/SL explore/SL the/SL process/SL of/SL a/SL level/SL -/SO differentiated/SL literacy/SL class/SL in/SL primary/SL English/SL using/SL picture/SL books/SL and/SL investigate/SL the/SL aspects/SL of/SL the/SL learner/SL ’/SSC s/SL English/SL reading/SL and/SL writ/SL ing./SL To/SL achieve/SL the/SL objectives/SL ,/SP the/SL following/SL two/SL research/SL questions/SL were/SL proposed/SL :/SP 1/SN )/SSC How/SL can/SL each/SL cycle/SL of/SL a/SL level/SL -/SO differentiated/SL literacy/SL class/SL based/SL on/SL picture/SL books/SL be/SL practiced/SL ?/SF 2/SN )/SSC What/SL are/SL the/SL aspects/SL of/SL a/SL level/SL -/SO differentiated/SL literacy/SL learning/SL in/SL primary/SL English/SL ?/SF To/SL answer/SL these/SL questions/SL ,/SP data/SL were/SL collected/SL from/SL diverse/SL sources/SL and/SL qualitatively/SL analy/SL zed./SL The/SL results/SL are/SL as/SL foll/SL ows./SL First/SL ,/SP a/SL level/SL -/SO differentiated/SL literacy/SL class/SL using/SL picture/SL books/SL was/SL conducted/SL through/SL three/SL cyc/SL les./SL In/SL Cycle/SL I/SL ,/SP the/SL students/SL set/SL the/SL stage/SL for/SL reading/SL by/SL decoding/SL wo/SL rds./SL In/SL Cycle/SL II/SL ,/SP students/SL began/SL to/SL read/SL sentences/SL and/SL tried/SL to/SL wr/SL ite./SL In/SL Cycle/SL Ⅲ/SW ,/SP it/SL was/SL possible/SL to/SL develop/SL an/SL integrated/SL literacy/SL through/SL information/SL read/SL ing./SL Based/SL on/SL the/SL positive/SL results/SL of/SL the/SL three/SL cycles/SL ,/SP lesson/SL models/SL were/SL deri/SL ved./SL Second/SL ,/SP it/SL was/SL possible/SL to/SL find/SL three/SL aspects/SL of/SL reading/SL and/SL writing/SL according/SL to/SL the/SL level/SL of/SL stude/SL nts./SL Low/SL -/SO level/SL students/SL built/SL a/SL foundation/SL of/SL literacy/SL learning/SL from/SL decoding/SL to/SL sentence/SL wr/SL iting./SL Mid/SL -/SO level/SL students/SL attempted/SL meaningful/SL writing/SL related/SL to/SL their/SL experiences/SL and/SL processed/SL information/SL using/SL the/SL text/SL they/SL r/SL ead./SL High/SL -/SO level/SL students/SL responded/SL to/SL the/SL text/SL in/SL -/SO depth/SL as/SL well/SL as/SL producing/SL their/SL own/SL id/SL eas./SL Based/SL on/SL the/SL results/SL ,/SP some/SL suggestions/SL were/SL pro/SL vided./SL"
"doc27758148","Objectives/SL Low/SL achieving/SL students/SL mostly/SL have/SL difficulty/SL in/SL reading/SL and/SL also/SL they/SL may/SL have/SL difficulty/SL in/SL wr/SL iting./SL The/SL purpose/SL of/SL this/SL study/SL was/SL to/SL divide/SL the/SL groups/SL with/SL difficulty/SL in/SL writing/SL into/SL the/SL groups/SL with/SL composition/SL difficulties/SL and/SL spelling/SL difficulties/SL to/SL examine/SL each/SL writing/SL characteristic/SL and/SL discuss/SL appropriate/SL support/SL measures/SL accord/SL ingly./SL Methods/SL A/SL sentence/SL writing/SL task/SL and/SL a/SL short/SL text/SL writing/SL task/SL were/SL conducted/SL on/SL 159/SN students/SL which/SL are/SL the/SL total/SL number/SL of/SL students/SL in/SL 7/SN th/SL grade/SL at/SL A/SL middle/SL sch/SL ool./SL According/SL to/SL the/SL task/SL performance/SL ,/SP group/SL with/SL typical/SL development/SL (/SSO TD/SL )/SSC ,/SP group/SL with/SL composition/SL difficulties/SL (/SSO CD/SL )/SSC ,/SP and/SL group/SL with/SL spelling/SL difficulties/SL (/SSO SD/SL )/SSC were/SL classified/SL with/SL 14/SN students/SL in/SL each/SL gr/SL oup./SL Total/SL of/SL 42/SN students/SL participated/SL on/SL this/SL study/SL and/SL the/SL sub/SL -/SO scale/SL scores/SL of/SL composition/SL ,/SP frequencies/SL of/SL grammar/SL and/SL spelling/SL errors/SL were/SL compared/SL between/SL three/SL g/SL roups./SL Results/SL First/SL ,/SP comparing/SL the/SL sub/SL -/SO scale/SL scores/SL of/SL composition/SL ,/SP CD/SL showed/SL lower/SL performance/SL than/SL TD/SL and/SL SD/SL in/SL completeness/SL ,/SP structure/SL ,/SP grammar/SL and/SL organizat/SL ion./SL Second/SL ,/SP comparing/SL the/SL frequencies/SL of/SL spelling/SL errors/SL ,/SP SD/SL showed/SL significantly/SL more/SL spelling/SL errors/SL than/SL TD/SL on/SL the/SL short/SL text/SL writing/SL task/SL as/SL well/SL as/SL the/SL sentence/SL writing/SL t/SL ask./SL There/SL were/SL no/SL significant/SL differences/SL in/SL both/SL tasks/SL between/SL SD/SL and/SL TD/SL ,/SP however/SL SD/SL showed/SL more/SL spelling/SL errors/SL on/SL the/SL sentence/SL writing/SL tasks/SL than/SL the/SL short/SL text/SL writing/SL tasks./SL Conclusions/SL Three/SL groups/SL were/SL classified/SL by/SL the/SL sentence/SL writing/SL and/SL the/SL short/SL text/SL writing/SL t/SL ask./SL It/SL has/SL shown/SL that/SL CD/SL who/SL have/SL difficulties/SL in/SL writing/SL with/SL content/SL ,/SP structure/SL ,/SP and/SL connection/SL of/SL the/SL text/SL are/SL likely/SL to/SL have/SL linguistic/SL difficulties/SL and/SL need/SL supports/SL for/SL t/SL his./SL In/SL contrast/SL ,/SP SD/SL who/SL only/SL have/SL difficulties/SL in/SL spelling/SL are/SL likely/SL to/SL have/SL developmental/SL dysle/SL xia./SL These/SL results/SL show/SL that/SL there/SL are/SL various/SL types/SL of/SL learning/SL difficulties/SL ,/SP and/SL that/SL the/SL type/SL can/SL be/SL confirmed/SL with/SL efficient/SL writing/SL te/SL sts./SL It/SL also/SL suggests/SL that/SL it/SL is/SL necessary/SL not/SL only/SL to/SL write/SL but/SL also/SL to/SL provide/SL appropriate/SL support/SL by/SL identifying/SL areas/SL where/SL students/SL with/SL learning/SL difficu/SL lties./SL"
